eITMS Code,Manufacturer,Model,Lab,Aisle,Location In Aisle,Financial Owner Department,Status,Serial Number,Project Name,Project Organization,Project ID
00A44F7,CISCO,N7K-C7010-FAB-1,RTP10 SDU Lab,D,07,020022838,ACTIVE,SNNO-00A44F7,SDU Spares,SDU-RTP10,3
00A44F9,CISCO,N7K-C7009-FAB-2,RTP10 SDU Lab,FF,27,020022838,ACTIVE,SNNO-00A44F9,SDU CVF,SDU-RTP10,2
00A44FA,CISCO,15454-40-DMX-C,RTP10 SDU Lab,JJ,05,020022838,ACTIVE,CAT1314B14A,SDU Spares,SDU-RTP10,3
00A44FB,CISCO,N7K-M108X2-12L,RTP10 SDU Lab,G,24,020022838,ACTIVE,JAF1513CRCE,SDU CVF,SDU-RTP10,2
00A44FE,CISCO,15454-OPT-PRE,RTP10 SDU Lab,JJ,05,020022838,ACTIVE,BKS13020132,SDU Spares,SDU-RTP10,3
00A4502,CISCO,N7K-C7009-FAB-2,RTP10 SDU Lab,FF,27,020022838,ACTIVE,SNNO-00A4502,SDU CVF,SDU-RTP10,2
00A4504,CISCO,N55-M8P8FP,RTP10 SDU Lab,FF,28,020022838,ACTIVE,JAF1445ALPP,SDU CVF,SDU-RTP10,2
00A450A,CISCO,15454-OPT-PRE,RTP10 SDU Lab,JJ,05,020022838,ACTIVE,SNNO-00A450A,SDU Spares,SDU-RTP10,3
00A450D,CISCO,N20-I6584,RTP10 SDU Lab,G,22,020022838,ACTIVE,QCI1427A552,SDU CVF,SDU-RTP10,2
00A4511,CISCO,N20-I6584,RTP10 SDU Lab,G,22,020022838,ACTIVE,SNNO-00A4511,SDU CVF,SDU-RTP10,2
00A4516,CISCO,N20-I6584,RTP10 SDU Lab,G,22,020022838,ACTIVE,SNNO-00A4516,SDU CVF,SDU-RTP10,2
00A4518,CISCO,N20-I6584,RTP10 SDU Lab,G,22,020022838,ACTIVE,SNNO-00A4518,SDU CVF,SDU-RTP10,2
00A451D,CISCO,NM-32A,RTP10 SDU Lab,II,16,020022838,ACTIVE,13902554,SDU Spares,SDU-RTP10,3
00A451E,CISCO,N20-I6584,RTP10 SDU Lab,G,22,020022838,ACTIVE,QCI1427A5B6,SDU CVF,SDU-RTP10,2
00A4521,CISCO,N20-I6584,RTP10 SDU Lab,G,22,020022838,ACTIVE,SNNO-00A4521,SDU CVF,SDU-RTP10,2
00A4543,CISCO,N20-I6584,RTP10 SDU Lab,EE,29,020022838,ACTIVE,QCI1443AOPU,SDU CVF,SDU-RTP10,2
00A4546,CISCO,N20-I6584,RTP10 SDU Lab,G,22,020022838,ACTIVE,SNNO-00A4546,SDU CVF,SDU-RTP10,2
00A454C,CISCO,N20-I6584,RTP10 SDU Lab,EE,29,020022838,ACTIVE,QCI1442A7L9,SDU CVF,SDU-RTP10,2
00A4550,CISCO,N20-I6584,RTP10 SDU Lab,G,22,020022838,ACTIVE,QCI1427A5CJ,SDU CVF,SDU-RTP10,2
00A461E,CISCO,DS-13SLT-FAB2,RTP10 SDU Lab,FF,31,020022838,ACTIVE,JAE1416049L,SDU CVF,SDU-RTP10,2
00A4621,CISCO,DS-13SLT-FAB2,RTP10 SDU Lab,FF,30,020022838,ACTIVE,JAE14160480,SDU CVF,SDU-RTP10,2
00A4627,CISCO,WS-X6148-GE-TX,RTP10 SDU Lab,I,06,020022838,ACTIVE,SNNO-00A4627,SDU Spares,SDU-RTP10,3
00A462A,CISCO,DS-13SLT-FAB2,RTP10 SDU Lab,FF,30,020022838,ACTIVE,JAE1416048Q,SDU CVF,SDU-RTP10,2
00A4631,CISCO,WS-X6148A-GE-TX,RTP10 SDU Lab,I,05,020022838,ACTIVE,SAL1004BJ2E,SDU Spares,SDU-RTP10,3
00A464C,CISCO,WS-C6504-E,RTP10 SDU Lab,II,02,020022838,ACTIVE,FOX1208G0ZN,SDU Spares,SDU-RTP10,3
00A4662,CISCO,VS-S720-10G-3C,RTP10 SDU Lab,I,02,020022838,ACTIVE,BUNDLE96574933,SDU Spares,SDU-RTP10,3
00A4665,CISCO,WS-X6148-GE-TX,RTP10 SDU Lab,DD,28,020022838,ACTIVE,SAD09310AG,SDU Spares,SDU-RTP10,3
00A4680,MRV,LX-5250-24VYS1,RTP10 SDU Lab,J,30,020022838,ACTIVE,AABC0000846,SDU Spares,SDU-RTP10,3
00A4681,CISCO,N10-E0440,RTP10 SDU Lab,G,22,020022838,ACTIVE,SNNO-00A4681,SDU CVF,SDU-RTP10,2
00A4682,CISCO,N10-E0440,RTP10 SDU Lab,FF,28,020022838,ACTIVE,SNNO-00A4682,SDU CVF,SDU-RTP10,2
00A4684,Belkin,OMNIVIEW PRO2,RTP10 SDU Lab,K,16,020022838,ACTIVE,3022770604,SDU DCI,SDU-RTP10,5
00A4685,CISCO,WS-C4948-10GE-S,RTP10 SDU Lab,JJ,16,020022838,ACTIVE,FOX11010SEG,SDU DCI,SDU-RTP10,5
00A4686,CISCO,SPA-1X10GE-L-V2,RTP10 SDU Lab,EE,28,020022838,ACTIVE,JAE1409014G,SDU CVF,SDU-RTP10,2
00A4687,MRV,LX-5250-24VYS1,RTP10 SDU Lab,J,29,020022838,ACTIVE,AABC0000726,SDU Spares,SDU-RTP10,3
00A4688,STARTECH,DURAVIEW,RTP10 SDU Lab,K,16,020022838,ACTIVE,2.31161E+11,SDU DCI,SDU-RTP10,5
00A468C,SPIRENT COMMUNICATIONS,EDM-2003B,RTP10 SDU Lab,EE,11,020022838,ACTIVE,SNNO-00A468C,SDU Spares,SDU-RTP10,3
00A468E,CISCO,NM-32A,RTP10 SDU Lab,F,24,020022838,ACTIVE,35296872,SDU CVF,SDU-RTP10,2
00A4690,CISCO,NM-32A,RTP10 SDU Lab,EE,25,020022838,ACTIVE,10272857,SDU CVF,SDU-RTP10,2
00A4693,CISCO,N7K-C7010-FAB-1,RTP10 SDU Lab,FF,17,020022838,ACTIVE,JAB1226004Y,SDU CVF,SDU-RTP10,2
00A4694,SPIRENT COMMUNICATIONS,CV-10G-S8,RTP10 SDU Lab,EE,11,020022838,ACTIVE,SNNO-00A4694,SDU Spares,SDU-RTP10,3
00A4696,CISCO,N7K-C7010-FAB-1,RTP10 SDU Lab,FF,17,020022838,ACTIVE,JAB1226004A,SDU CVF,SDU-RTP10,2
00A4697,CISCO,CISCO3845-MB,RTP10 SDU Lab,II,13,020022838,ACTIVE,FOC091439CY,SDU Spares,SDU-RTP10,3
00A4698,CISCO,N10-E0440,RTP10 SDU Lab,G,22,020022838,ACTIVE,SNNO-00A4698,SDU CVF,SDU-RTP10,2
00A469C,CISCO,N7K-C7010-FAB-1,RTP10 SDU Lab,FF,17,020022838,ACTIVE,JAB12260063,SDU CVF,SDU-RTP10,2
00A469F,CISCO,CISCO3845-MB,RTP10 SDU Lab,II,13,020022838,ACTIVE,FOC091439EB,SDU Spares,SDU-RTP10,3
00A46A0,CISCO,N10-E0440,RTP10 SDU Lab,G,22,020022838,ACTIVE,SNNO-00A46A0,SDU CVF,SDU-RTP10,2
00A46A2,CISCO,NM-32A,RTP10 SDU Lab,K,18,020022838,ACTIVE,13902460,SDU Spares,SDU-RTP10,3
00A46A8,CISCO,WIC-1T,RTP10 SDU Lab,JJ,05,020022838,ACTIVE,30372549,SDU Spares,SDU-RTP10,3
00A46A9,SPIRENT COMMUNICATIONS,CM-1G-D12,RTP10 SDU Lab,EE,11,020022838,ACTIVE,SNNO-00A46A9,SDU Spares,SDU-RTP10,3
00A46AD,CISCO,NM-32A,RTP10 SDU Lab,JJ,05,020022838,ACTIVE,35356750,SDU Spares,SDU-RTP10,3
00A46B1,CISCO,CISCO3845-MB,RTP10 SDU Lab,II,13,020022838,ACTIVE,FOC1152085V,SDU Spares,SDU-RTP10,3
00A46B3,CISCO,N5K-M1404,RTP10 SDU Lab,D,10,020022838,ACTIVE,JAF1426AJQM,SDU Spares,SDU-RTP10,3
00A46B4,CISCO,N5K-M1600,RTP10 SDU Lab,D,10,020022838,ACTIVE,JAB1220017T,SDU Spares,SDU-RTP10,3
00A46B6,CISCO,N5K-M1600,RTP10 SDU Lab,D,10,020022838,ACTIVE,JAB12200188,SDU Spares,SDU-RTP10,3
00A46B8,CISCO,N5K-M1404,RTP10 SDU Lab,D,10,020022838,ACTIVE,JAF1426AJQN,SDU Spares,SDU-RTP10,3
00A46C3,CISCO,UCS-FI-E16UP,RTP10 SDU Lab,E,06,020022838,ACTIVE,FOC15301M4E,SDU Spares,SDU-RTP10,3
00A46C9,CISCO,N5K-M1404,RTP10 SDU Lab,D,10,020022838,ACTIVE,JAF1426AJSF,SDU Spares,SDU-RTP10,3
00A46CA,CISCO,SPA-2XT3/E3,RTP10 SDU Lab,D,24,020022838,ACTIVE,JAE1125M4DL,SDU Spares,SDU-RTP10,3
00A46CC,CISCO,7600-SIP-200,RTP10 SDU Lab,DD,25,020022838,ACTIVE,JAE1040CV6L,SDU Spares,SDU-RTP10,3
00A46CE,CISCO,UCS-FI-E16UP,RTP10 SDU Lab,E,07,020022838,ACTIVE,FOC154323D3,SDU Spares,SDU-RTP10,3
00A46D9,CISCO,N5K-M1404,RTP10 SDU Lab,D,10,020022838,ACTIVE,JAF1426AJQJ,SDU Spares,SDU-RTP10,3
00A46DB,CISCO,HWIC-16A,RTP10 SDU Lab,II,15,020022838,ACTIVE,FOC11476UU2,SDU Spares,SDU-RTP10,3
00A46DC,CISCO,NM-16A,RTP10 SDU Lab,FF,30,020022838,ACTIVE,15298944,SDU CVF,SDU-RTP10,2
00A4843,CISCO,WS-C6509-E,RTP10 SDU Lab,I,09,020022838,ACTIVE,SMG1137N9YT,SDU Spares,SDU-RTP10,3
00A49A4,CISCO,N20-B6625-1,RTP10 SDU Lab,G,22,020022838,ACTIVE,FCH153070Q5,SDU CVF,SDU-RTP10,2
00A49A8,CISCO,UCS-IOM-2208XP,RTP10 SDU Lab,G,23,020022838,ACTIVE,FCH1533754B,SDU CVF,SDU-RTP10,2
00A49A9,CISCO,N20-B6625-1,RTP10 SDU Lab,G,22,020022838,ACTIVE,FCH152574JW,SDU CVF,SDU-RTP10,2
00A49AA,CISCO,N20-B6625-1,RTP10 SDU Lab,G,23,020022838,ACTIVE,QCI1541ADVU,SDU CVF,SDU-RTP10,2
00A49B0,CISCO,N20-B6625-1,RTP10 SDU Lab,G,22,020022838,ACTIVE,QCI1529A7EC,SDU CVF,SDU-RTP10,2
00A49B2,CISCO,N20-B6625-1,RTP10 SDU Lab,G,23,020022838,ACTIVE,QCI1541ADDZ,SDU CVF,SDU-RTP10,2
00A49B3,CISCO,UCS-IOM-2208XP,RTP10 SDU Lab,G,23,020022838,ACTIVE,FCH153574H8,SDU CVF,SDU-RTP10,2
00A49B4,CISCO,UCS-IOM-2208XP,RTP10 SDU Lab,GG,02,020022838,ACTIVE,FCH154673F7,SDU VMDC Ent,SDU-RTP10,4
00A49B6,CISCO,N20-B6625-1,RTP10 SDU Lab,G,22,020022838,ACTIVE,QCI1529A7GU,SDU CVF,SDU-RTP10,2
00A49BF,CISCO,N7K-C7010-FAB-1,RTP10 SDU Lab,HH,09,020022838,ACTIVE,JAF1423ESFN,SDU VMDC Ent,SDU-RTP10,4
00A49C1,CISCO,N20-B6625-1,RTP10 SDU Lab,G,22,020022838,ACTIVE,FCH1529719K,SDU CVF,SDU-RTP10,2
00A49CA,CISCO,UCS-IOM-2208XP,RTP10 SDU Lab,G,23,020022838,ACTIVE,FCH15497630,SDU CVF,SDU-RTP10,2
00A49CE,CISCO,N20-I6584,RTP10 SDU Lab,G,22,020022838,ACTIVE,QCI1527A4UI,SDU CVF,SDU-RTP10,2
00A49DA,CISCO,N7K-C7010-FAB-1,RTP10 SDU Lab,HH,09,020022838,ACTIVE,JAF1423ESCJ,SDU VMDC Ent,SDU-RTP10,4
00A49E9,CISCO,N20-I6584,RTP10 SDU Lab,G,22,020022838,ACTIVE,QCI1527A4MX,SDU CVF,SDU-RTP10,2
00A49EB,CISCO,N7K-C7010-FAB-1,RTP10 SDU Lab,HH,09,020022838,ACTIVE,JAF1423ESAB,SDU VMDC Ent,SDU-RTP10,4
00A49ED,CISCO,N20-B6625-1,RTP10 SDU Lab,G,22,020022838,ACTIVE,FCH152471DU,SDU CVF,SDU-RTP10,2
00A4BC3,CISCO,WS-C6506-E,RTP10 SDU Lab,I,02,020022838,ACTIVE,SAL1052C9BT,SDU Spares,SDU-RTP10,3
00A4E22,CISCO,WS-C3560E-48PD-SF,RTP10 SDU Lab,I,07,020022838,ACTIVE,FDO1212V0DA,SDU Spares,SDU-RTP10,3
00A504E,CISCO,ACE20-MOD-K9,RTP10 SDU Lab,DD,26,020022838,ACTIVE,SAD130301GR,SDU Spares,SDU-RTP10,3
00A504F,CISCO,CISCO2851,RTP10 SDU Lab,I,16,020022838,ACTIVE,FTX1138A4Z2,SDU Spares,SDU-RTP10,3
00A5060,CISCO,ACE20-MOD-K9,RTP10 SDU Lab,DD,26,020022838,ACTIVE,SAD121500SN,SDU Spares,SDU-RTP10,3
00A5076,CISCO,VWIC-2MFT-T1,RTP10 SDU Lab,II,04,020022838,ACTIVE,36169981,SDU Spares,SDU-RTP10,3
00A507A,CISCO,DS-X9530-SF2-K9,RTP10 SDU Lab,JJ,20,020022838,ACTIVE,JAE141502GD,SDU Spares,SDU-RTP10,3
00A507B,CISCO,DS-C9513,RTP10 SDU Lab,FF,30,020022838,ACTIVE,FOX1413G96D,SDU CVF,SDU-RTP10,2
00A507C,CISCO,VWIC-2MFT-T1,RTP10 SDU Lab,II,04,020022838,ACTIVE,36155167,SDU Spares,SDU-RTP10,3
00A5089,CISCO,VWIC-2MFT-T1,RTP10 SDU Lab,II,04,020022838,ACTIVE,36169896,SDU Spares,SDU-RTP10,3
00A508A,CISCO,WS-C3750G-24PS-S,RTP10 SDU Lab,I,10,020022838,ACTIVE,FOC1101Z61V,SDU Spares,SDU-RTP10,3
00A508D,CISCO,NME-WAE-502-K9,RTP10 SDU Lab,II,04,020022838,ACTIVE,FOC12441YTM,SDU Spares,SDU-RTP10,3
00A508E,CISCO,DS-X9112,RTP10 SDU Lab,JJ,20,020022838,ACTIVE,JAE1334H6ZZ,SDU Spares,SDU-RTP10,3
00A5090,CISCO,DS-X9530-SF2-K9,RTP10 SDU Lab,JJ,20,020022838,ACTIVE,JAE141502K9,SDU Spares,SDU-RTP10,3
00A5091,CISCO,DS-X9530-SF2-K9,RTP10 SDU Lab,JJ,20,020022838,ACTIVE,JAE141502LH,SDU Spares,SDU-RTP10,3
00A5092,CISCO,DS-X9704,RTP10 SDU Lab,JJ,21,020022838,ACTIVE,JAE14020COJ,SDU Spares,SDU-RTP10,3
00A5093,CISCO,DS-X9304-18K9,RTP10 SDU Lab,JJ,20,020022838,ACTIVE,JAE141302GH,SDU Spares,SDU-RTP10,3
00A5094,CISCO,DS-C9513,RTP10 SDU Lab,FF,31,020022838,ACTIVE,FOX1413G94K,SDU CVF,SDU-RTP10,2
00A5096,CISCO,DS-X9530-SF2-K9,RTP10 SDU Lab,JJ,20,020022838,ACTIVE,JAE141501UN,SDU Spares,SDU-RTP10,3
00A5098,CISCO,DS-X9704,RTP10 SDU Lab,JJ,20,020022838,ACTIVE,JAE140207SW,SDU Spares,SDU-RTP10,3
00A5099,CISCO,CISCO2821,RTP10 SDU Lab,II,04,020022838,ACTIVE,FTX1234A5AW,SDU Spares,SDU-RTP10,3
00A509A,CISCO,VWIC-2MFT-T1,RTP10 SDU Lab,II,04,020022838,ACTIVE,36170109,SDU Spares,SDU-RTP10,3
00A509C,CISCO,NME-WAE-502-K9,RTP10 SDU Lab,II,04,020022838,ACTIVE,F0C12011F3C,SDU Spares,SDU-RTP10,3
00A509E,CISCO,NME-WAE-502-K9,RTP10 SDU Lab,II,04,020022838,ACTIVE,F0C12011F23,SDU Spares,SDU-RTP10,3
00A509F,CISCO,NME-WAE-502-K9,RTP10 SDU Lab,II,04,020022838,ACTIVE,F0C11515Z4C,SDU Spares,SDU-RTP10,3
00A50A0,CISCO,DS-X9112,RTP10 SDU Lab,JJ,20,020022838,ACTIVE,JAE1334H3YN,SDU Spares,SDU-RTP10,3
00A50A2,CISCO,VWIC-2MFT-T1,RTP10 SDU Lab,II,04,020022838,ACTIVE,36154271,SDU Spares,SDU-RTP10,3
00A50A3,CISCO,VWIC-2MFT-T1,RTP10 SDU Lab,II,04,020022838,ACTIVE,36169957,SDU Spares,SDU-RTP10,3
00A50A4,CISCO,VWIC-2MFT-T1,RTP10 SDU Lab,II,04,020022838,ACTIVE,36169792,SDU Spares,SDU-RTP10,3
00A50A6,CISCO,DS-X9304-18K9,RTP10 SDU Lab,JJ,21,020022838,ACTIVE,JAE14130A67,SDU Spares,SDU-RTP10,3
00A50B2,CISCO,DS-13SLT-FAB2,RTP10 SDU Lab,JJ,22,020022838,ACTIVE,JAE1332FUB3,SDU Spares,SDU-RTP10,3
00A50B7,CISCO,DS-X9304-18K9,RTP10 SDU Lab,JJ,22,020022838,ACTIVE,JAE1318845P,SDU Spares,SDU-RTP10,3
00A50B8,CISCO,DS-X9224-96K9,RTP10 SDU Lab,FF,31,020022838,ACTIVE,JAE1336I6Q1,SDU CVF,SDU-RTP10,2
00A50B9,CISCO,DS-X9530-SF2-K9,RTP10 SDU Lab,JJ,22,020022838,ACTIVE,JAE1335HQC4,SDU Spares,SDU-RTP10,3
00A50BA,CISCO,DS-C9513,RTP10 SDU Lab,JJ,22,020022838,ACTIVE,FOX1333GZJU,SDU Spares,SDU-RTP10,3
00A50BF,CISCO,C3900-SPE150/K9,RTP10 SDU Lab,II,05,020022838,ACTIVE,FOC14495G38,SDU Spares,SDU-RTP10,3
00A50C0,CISCO,DS-13SLT-FAB2,RTP10 SDU Lab,JJ,22,020022838,ACTIVE,JAE1331FFG4,SDU Spares,SDU-RTP10,3
00A50C1,CISCO,DS-13SLT-FAN-F,RTP10 SDU Lab,JJ,22,020022838,ACTIVE,DCH132300KX,SDU Spares,SDU-RTP10,3
00A50CD,CISCO,DS-13SLT-FAB2,RTP10 SDU Lab,JJ,22,020022838,ACTIVE,JAE1332FYPP,SDU Spares,SDU-RTP10,3
00A50CE,CISCO,N20-B6620-1D,RTP10 SDU Lab,EE,07,020022838,ACTIVE,QCI133400PR,SDU Spares,SDU-RTP10,3
00A50D2,CISCO,DS-C9513,RTP10 SDU Lab,JJ,22,020022838,ACTIVE,FOX1333GZNN,SDU Spares,SDU-RTP10,3
00A50D3,CISCO,DS-X9530-SF2-K9,RTP10 SDU Lab,JJ,22,020022838,ACTIVE,JAE1335HQC9,SDU Spares,SDU-RTP10,3
00A50D7,CISCO,DS-13SLT-FAN-F,RTP10 SDU Lab,JJ,22,020022838,ACTIVE,DCH132300Q2,SDU Spares,SDU-RTP10,3
00A50DB,CISCO,DS-X9124,RTP10 SDU Lab,JJ,22,020022838,ACTIVE,JAE1327DHIV,SDU Spares,SDU-RTP10,3
00A50DD,CISCO,DS-13SLT-FAB2,RTP10 SDU Lab,JJ,22,020022838,ACTIVE,JAE1332FU23,SDU Spares,SDU-RTP10,3
00A50E2,CISCO,DS-X9304-18K9,RTP10 SDU Lab,JJ,22,020022838,ACTIVE,JAE1329E7L6,SDU Spares,SDU-RTP10,3
00A50E3,CISCO,DS-X9530-SF2-K9,RTP10 SDU Lab,JJ,22,020022838,ACTIVE,JAE1335HQDT,SDU Spares,SDU-RTP10,3
00A50E7,CISCO,C1941-SEC-SRE/K9,RTP10 SDU Lab,II,05,020022838,ACTIVE,FTX1452043C,SDU Spares,SDU-RTP10,3
00A50E8,CISCO,SM-SRE-900-K9,RTP10 SDU Lab,II,05,020022838,ACTIVE,FOC1440473V,SDU Spares,SDU-RTP10,3
00A50E9,CISCO,SM-SRE-900-K9,RTP10 SDU Lab,II,05,020022838,ACTIVE,FOC14432TTS,SDU Spares,SDU-RTP10,3
00A50EF,CISCO,CISCO3945/K9,RTP10 SDU Lab,GG,12,020022838,ACTIVE,FTX1348AHR0,SDU VMDC Ent,SDU-RTP10,4
00A50F0,CISCO,DS-X9224-96K9,RTP10 SDU Lab,FF,31,020022838,ACTIVE,JAE1335HK8N,SDU CVF,SDU-RTP10,2
00A50F1,CISCO,DS-X9124,RTP10 SDU Lab,JJ,22,020022838,ACTIVE,JAE13083FIQ,SDU Spares,SDU-RTP10,3
00A50F8,CISCO,C1941-SEC-SRE/K9,RTP10 SDU Lab,II,05,020022838,ACTIVE,FTX14530074,SDU Spares,SDU-RTP10,3
00A50FA,CISCO,C3945-WAAS-SEC/K9,RTP10 SDU Lab,II,05,020022838,ACTIVE,FTX1451AKLR,SDU Spares,SDU-RTP10,3
00A50FB,CISCO,SM-SRE-700-K9,RTP10 SDU Lab,HH,14,020022838,ACTIVE,FOC151027GN,SDU VMDC Ent,SDU-RTP10,4
00A50FC,CISCO,SM-SRE-700-K9,RTP10 SDU Lab,HH,13,020022838,ACTIVE,FOC15073X0X,SDU VMDC Ent,SDU-RTP10,4
00A50FF,CISCO,CISCO3945E/K9,RTP10 SDU Lab,HH,13,020022838,ACTIVE,FTX1514AKTN,SDU VMDC Ent,SDU-RTP10,4
00A5100,CISCO,C3900-SPE250/K9,RTP10 SDU Lab,HH,13,020022838,ACTIVE,FOC15102BQ8,SDU VMDC Ent,SDU-RTP10,4
00A5101,CISCO,C2951-WAAS-SEC/K9,RTP10 SDU Lab,II,05,020022838,ACTIVE,FTX1452AJ4B,SDU Spares,SDU-RTP10,3
00A5103,CISCO,SM-DSK-SATA-500GB,RTP10 SDU Lab,GG,12,020022838,ACTIVE,FOC14502NX8,SDU VMDC Ent,SDU-RTP10,4
00A5105,CISCO,SM-SRE-700-K9,RTP10 SDU Lab,II,05,020022838,ACTIVE,FOC15025AC2,SDU Spares,SDU-RTP10,3
00A5108,CISCO,SM-DSK-SATA-500GB,RTP10 SDU Lab,II,05,020022838,ACTIVE,FOC15013HHS,SDU Spares,SDU-RTP10,3
00A5109,CISCO,C3925-WAAS-SEC/K9,RTP10 SDU Lab,II,05,020022838,ACTIVE,FTX1504A1TD,SDU Spares,SDU-RTP10,3
00A510A,CISCO,C3900-SPE150/K9,RTP10 SDU Lab,GG,12,020022838,ACTIVE,FOC13353X61,SDU VMDC Ent,SDU-RTP10,4
00A510C,CISCO,N5K-M1404,RTP10 SDU Lab,D,10,020022838,ACTIVE,SNNO-00A510C,SDU Spares,SDU-RTP10,3
00A5111,CISCO,N5K-M1404,RTP10 SDU Lab,D,10,020022838,ACTIVE,SNNO-00A5111,SDU Spares,SDU-RTP10,3
00A5115,CISCO,N5K-M1404,RTP10 SDU Lab,D,10,020022838,ACTIVE,SNNO-00A5115,SDU Spares,SDU-RTP10,3
00A5127,CISCO,N5K-M1404,RTP10 SDU Lab,D,10,020022838,ACTIVE,SNNO-00A5127,SDU Spares,SDU-RTP10,3
00A512D,CISCO,N2K-C2148T-1GE,RTP10 SDU Lab,D,12,020022838,ACTIVE,SNNO-00A512D,SDU Spares,SDU-RTP10,3
00A512F,CISCO,N10-E0440,RTP10 SDU Lab,D,10,020022838,ACTIVE,SNNO-00A512F,SDU Spares,SDU-RTP10,3
00A5132,HP,PROLIANT DL 160 G5,RTP10 SDU Lab,DD,18,020022838,ACTIVE,2UX90802A2,SDU Spares,SDU-RTP10,3
00A5134,CISCO,WS-X6148-GE-TX,RTP10 SDU Lab,DD,28,020022838,ACTIVE,SAL1004BM4K,SDU Spares,SDU-RTP10,3
00A5139,CISCO,DS-13SLT-FAB2,RTP10 SDU Lab,FF,31,020022838,ACTIVE,JAE14160484,SDU CVF,SDU-RTP10,2
00A513A,CISCO,N10-E0440,RTP10 SDU Lab,D,10,020022838,ACTIVE,SNNO-00A513A,SDU Spares,SDU-RTP10,3
00A513F,CISCO,15454-OSCM,RTP10 SDU Lab,JJ,02,020022838,ACTIVE,SNNO-00A513F,SDU Spares,SDU-RTP10,3
00A514B,CISCO,IPCX-40PRE-SEAT1,RTP10 SDU Lab,JJ,02,020022838,ACTIVE,SNNO-00A514B,SDU Spares,SDU-RTP10,3
00A514E,CISCO,IPCX-40PRE-SEAT1,RTP10 SDU Lab,JJ,02,020022838,ACTIVE,SNNO-00A514E,SDU Spares,SDU-RTP10,3
00A514F,CISCO,15454-OPT-PRE,RTP10 SDU Lab,JJ,02,020022838,ACTIVE,SNNO-00A514F,SDU Spares,SDU-RTP10,3
00A5150,CISCO,15454-OSCM,RTP10 SDU Lab,JJ,02,020022838,ACTIVE,SNNO-00A5150,SDU Spares,SDU-RTP10,3
00A5151,CISCO,N7K-C7009-FAB-2,RTP10 SDU Lab,FF,26,020022838,ACTIVE,SNNO-00A5151,SDU CVF,SDU-RTP10,2
00A5152,CISCO,15454-OPT-AMP-17C,RTP10 SDU Lab,JJ,05,020022838,ACTIVE,CAT1309B06J,SDU Spares,SDU-RTP10,3
00A5153,CISCO,15454-40-DMX-C,RTP10 SDU Lab,JJ,05,020022838,ACTIVE,CAT1314B14T,SDU Spares,SDU-RTP10,3
00A5154,CISCO,IPCX-40PRE-SEAT1,RTP10 SDU Lab,JJ,02,020022838,ACTIVE,SNNO-00A5154,SDU Spares,SDU-RTP10,3
00A519F,CISCO,"RACK: 19"" - 7FT",RTP10 SDU Lab,K,18,020022838,ACTIVE,103471514,SDU Spares,SDU-RTP10,3
00A51B0,CISCO,"RACK: 19"" - 7FT",RTP10 SDU Lab,K,19,020022838,ACTIVE,103471832,SDU Spares,SDU-RTP10,3
00A51D5,CISCO,N7K-C7010-FAB1-BUN,RTP10 SDU Lab,CC,06,020022838,ACTIVE,JAF1436ACHT,SDU CVF,SDU-RTP10,2
00A51D8,CISCO,UCS-IOM-2208XP,RTP10 SDU Lab,FF,20,020022838,ACTIVE,FCH16177254,SDU CVF,SDU-RTP10,2
00A51D9,CISCO,N7K-C7010-FAB1-BUN,RTP10 SDU Lab,F,18,020022838,ACTIVE,JAF1436AENF,SDU CVF,SDU-RTP10,2
00A51DB,CISCO,ASA-SSP-20-INC,RTP10 SDU Lab,G,18,020022838,ACTIVE,JAD1626000C,SDU CVF,SDU-RTP10,2
00A51DC,CISCO,N7K-F248XP-25,RTP10 SDU Lab,D,11,020022838,ACTIVE,JAF1621AEME,SDU Spares,SDU-RTP10,3
00A51DD,CISCO,NM-32A,RTP10 SDU Lab,EE,07,020022838,ACTIVE,35529386,SDU Spares,SDU-RTP10,3
00A51DE,CISCO,N20-C6508,RTP10 SDU Lab,FF,20,020022838,ACTIVE,FOX1620GFKU,SDU CVF,SDU-RTP10,2
00A51E2,CISCO,DS-C9134-K9,RTP10 SDU Lab,EE,09,020022838,ACTIVE,JAB1113003U,SDU Spares,SDU-RTP10,3
00A51E7,CISCO,ASA-AIP-40-INC-K9,RTP10 SDU Lab,EE,05,020022838,ACTIVE,JAF1420BBRC,SDU Spares,SDU-RTP10,3
00A51EA,CISCO,N7K-F248XP-25,RTP10 SDU Lab,D,12,020022838,ACTIVE,JAF1621BBBK,SDU Spares,SDU-RTP10,3
00A51EE,CISCO,N7K-SUP1,RTP10 SDU Lab,HH,03,020022838,ACTIVE,JAF1534AAJG,SDU VMDC Ent,SDU-RTP10,4
00A51F5,CISCO,ASA5585-S20-K9,RTP10 SDU Lab,G,18,020022838,ACTIVE,JMX16277027,SDU CVF,SDU-RTP10,2
00A51F6,CISCO,ASA5585-S20-K9,RTP10 SDU Lab,F,18,020022838,ACTIVE,JMX16277028,SDU CVF,SDU-RTP10,2
00A51F7,CISCO,N7K-F248XP-25,RTP10 SDU Lab,D,12,020022838,ACTIVE,JAF1620AETT,SDU Spares,SDU-RTP10,3
00A51F8,CISCO,N7K-C7010-FAB1-BUN,RTP10 SDU Lab,F,18,020022838,ACTIVE,JAF1436AEMK,SDU CVF,SDU-RTP10,2
